Incident ID,Incident Date,Incident Time,Day of Week,Month,Year,Time of Day,Daytime/Weekend/Weekday,Crime Category,Repeat Offender,Crime Location Type,Suspect Age,Suspect Sex,Suspect Descent,Arrest Made,Charge Filed,Outcome,Victim Injury,Victim Status,Time to Resolution,District,Latitude,Longitude,Crime Severity,Repeat Victim,Victim Occupation,Suspect Occupation
628,2021-09-06,18:35:59,Monday,September,2021,Evening,Night,Property Crime,Yes,Residential,54,Male,Indian,No,No,Under Investigation,None,Deceased,100,West,82.587769,111.574084,Severe,Yes,Energy manager,Professor Emeritus
629,2023-10-28,20:44:46,Saturday,October,2023,Evening,Night,Drug Offense,No,Public,56,Female,Other,Yes,Yes,Solved,Severe lacerations,Alive,37,South,76.1825225,-0.280392,Moderate,Yes,Logistics and distribution manager,Medical sales representative
630,2020-12-29,19:53:16,Tuesday,December,2020,Evening,Night,Violent Crime,No,Residential,48,Male,Indian,No,No,Open,None,Deceased,115,North,-85.517462,44.836421,Moderate,Yes,Medical physicist,Electronics engineer
631,2024-01-30,03:25:42,Tuesday,January,2024,Morning,Daytime,Violent Crime,No,Commercial,37,Female,Other,Yes,Yes,Under Investigation,Head injury,Alive,36,West,80.897954,159.020364,Minor,No,Musician,Tourism officer
632,2020-02-15,03:32:36,Saturday,February,2020,Morning,Daytime,Property Crime,Yes,Public,32,Female,Indian,Yes,Yes,Open,None,Alive,30,West,-39.482471,149.983044,Severe,Yes,"Research officer, trade union",Patent attorney
633,2023-05-03,06:45:27,Wednesday,May,2023,Morning,Daytime,Cyber Crime,Yes,Public,35,Male,Other,No,No,Open,None,Deceased,324,South,-48.7001015,50.244833,Minor,Yes,Museum/gallery curator,"Producer, television/film/video"
634,2021-10-28,20:37:41,Thursday,October,2021,Evening,Night,Violent Crime,Yes,Industrial,47,Male,Other,No,No,Open,Internal injuries,Deceased,156,Central,-73.043343,-95.024932,Minor,Yes,"Teacher, adult education","Accountant, chartered"
635,2022-07-23,00:44:17,Saturday,July,2022,Morning,Daytime,Drug Offense,No,Commercial,21,Male,Indian,No,No,Under Investigation,Severe lacerations,Deceased,34,West,-40.4513775,-126.986506,Minor,No,"Designer, exhibition/display",Fitness centre manager
636,2021-07-01,15:06:53,Thursday,July,2021,Afternoon,Daytime,White Collar Crime,Yes,Residential,45,Male,Indian,No,No,Open,Stab wound,Deceased,229,West,-21.117288,100.037288,Severe,No,"Pharmacist, community",IT sales professional
637,2024-07-30,23:41:14,Tuesday,July,2024,Evening,Night,Drug Offense,No,Industrial,39,Male,Other,Yes,Yes,Closed,Broken bones,Deceased,168,North,23.9088585,83.330367,Moderate,No,"Psychologist, forensic",Communications engineer
638,2022-02-18,14:03:23,Friday,February,2022,Afternoon,Daytime,Cyber Crime,Yes,Public,60,Female,Indian,No,No,Closed,None,Deceased,331,Central,-5.410363,-42.019333,Severe,Yes,Forensic psychologist,Higher education careers adviser
639,2023-03-12,22:53:59,Sunday,March,2023,Evening,Night,Property Crime,Yes,Commercial,47,Female,Other,No,No,Under Investigation,None,Alive,242,South,47.9359785,-167.483622,Moderate,No,Restaurant manager,"Scientist, audiological"
640,2024-04-09,11:33:22,Tuesday,April,2024,Morning,Daytime,Drug Offense,Yes,Residential,47,Female,Indian,No,No,Closed,None,Alive,59,West,23.246974,-33.835458,Moderate,No,Optometrist,Animator
641,2020-03-07,09:02:03,Saturday,March,2020,Morning,Daytime,Cyber Crime,No,Residential,42,Male,Indian,No,No,Open,Head injury,Alive,115,West,59.128003,-134.020574,Minor,Yes,Health physicist,Agricultural engineer
642,2020-04-01,02:44:26,Wednesday,April,2020,Morning,Daytime,Cyber Crime,Yes,Commercial,34,Male,Indian,Yes,Yes,Under Investigation,None,Alive,357,North,14.693865,106.435268,Minor,Yes,Maintenance engineer,Stage manager
643,2024-01-05,05:34:09,Friday,January,2024,Morning,Daytime,Drug Offense,Yes,Residential,52,Female,Indian,No,No,Closed,Stab wound,Deceased,124,West,29.428128,118.438158,Severe,No,Public relations officer,Technical sales engineer
644,2021-07-28,11:13:16,Wednesday,July,2021,Morning,Daytime,White Collar Crime,No,Commercial,31,Male,Indian,Yes,Yes,Solved,None,Alive,258,North,-83.2917985,145.969521,Moderate,Yes,Market researcher,"Engineer, materials"
645,2022-08-14,10:56:29,Sunday,August,2022,Morning,Daytime,Cyber Crime,Yes,Industrial,20,Male,Indian,No,No,Solved,Fractures,Alive,323,North,-72.099392,-62.315324,Severe,Yes,Chief Strategy Officer,Diagnostic radiographer
646,2023-11-08,19:52:32,Wednesday,November,2023,Evening,Night,Cyber Crime,Yes,Public,37,Male,Indian,No,No,Solved,None,Alive,251,West,-55.448225,86.882229,Moderate,Yes,Interpreter,Printmaker
647,2021-04-25,16:57:58,Sunday,April,2021,Afternoon,Daytime,Drug Offense,Yes,Commercial,30,Female,Indian,No,No,Closed,Internal injuries,Deceased,159,West,-22.2560885,83.738902,Minor,Yes,Licensed conveyancer,"Scientist, water quality"
648,2021-11-27,21:18:10,Saturday,November,2021,Evening,Night,Violent Crime,No,Commercial,57,Female,Indian,Yes,No,Under Investigation,None,Alive,78,South,-77.9413945,13.686953,Severe,Yes,"Sales professional, IT","Geneticist, molecular"
649,2023-05-08,02:50:01,Monday,May,2023,Morning,Daytime,Cyber Crime,Yes,Industrial,44,Male,Other,No,No,Open,None,Alive,141,South,84.522806,139.526562,Moderate,Yes,Chief Operating Officer,Information systems manager
650,2021-02-07,16:45:35,Sunday,February,2021,Afternoon,Daytime,Property Crime,No,Residential,18,Male,Other,No,No,Under Investigation,None,Alive,258,North,-52.5105215,-101.938366,Severe,No,Bonds trader,"Librarian, public"
651,2021-08-27,08:59:07,Friday,August,2021,Morning,Daytime,Cyber Crime,No,Commercial,54,Male,Other,Yes,No,Under Investigation,Internal injuries,Alive,267,South,-82.758268,82.870880,Severe,Yes,Public affairs consultant,Careers adviser
652,2024-06-14,04:50:48,Friday,June,2024,Morning,Daytime,White Collar Crime,No,Residential,60,Female,Indian,Yes,Yes,Solved,Gunshot wound,Alive,289,Central,-52.6108155,157.623843,Minor,Yes,"Psychologist, prison and probation services","Surveyor, quantity"
653,2021-02-24,03:54:13,Wednesday,February,2021,Morning,Daytime,Property Crime,Yes,Industrial,46,Male,Other,No,No,Solved,Stab wound,Deceased,187,East,-20.6658535,-136.539948,Moderate,Yes,Immigration officer,Marketing executive
654,2021-02-09,03:06:04,Tuesday,February,2021,Morning,Daytime,Drug Offense,Yes,Public,20,Female,Indian,Yes,Yes,Closed,Severe lacerations,Alive,221,West,9.4877995,-157.044006,Moderate,Yes,Landscape architect,"Civil engineer, contracting"
655,2020-11-08,16:34:35,Sunday,November,2020,Afternoon,Daytime,Violent Crime,Yes,Commercial,19,Male,Indian,No,No,Closed,None,Deceased,206,South,-60.457018,-15.481497,Minor,Yes,Insurance account manager,Telecommunications researcher
656,2023-02-08,04:20:54,Wednesday,February,2023,Morning,Daytime,Drug Offense,Yes,Residential,37,Female,Other,No,No,Under Investigation,None,Deceased,48,East,-88.0913835,172.803844,Severe,No,Public relations officer,Ophthalmologist
657,2023-06-11,01:00:56,Sunday,June,2023,Morning,Daytime,Cyber Crime,Yes,Residential,35,Female,Indian,Yes,Yes,Open,None,Deceased,200,West,-32.5684765,-130.968264,Minor,No,Pensions consultant,"Geologist, engineering"
658,2024-02-19,21:50:20,Monday,February,2024,Evening,Night,White Collar Crime,No,Residential,24,Female,Indian,No,No,Closed,None,Alive,138,South,89.684114,84.570223,Moderate,No,Mudlogger,Dance movement psychotherapist
659,2023-08-26,08:59:20,Saturday,August,2023,Morning,Daytime,Violent Crime,No,Commercial,33,Female,Indian,No,No,Open,Head injury,Deceased,275,East,23.8382615,157.192231,Moderate,Yes,"Engineer, agricultural","Geologist, wellsite"
660,2020-08-10,11:09:55,Monday,August,2020,Morning,Daytime,Violent Crime,Yes,Public,47,Female,Other,Yes,Yes,Open,None,Deceased,182,South,34.817961,-7.207884,Moderate,Yes,Medical laboratory scientific officer,"Horticulturist, amenity"
661,2023-10-29,00:12:24,Sunday,October,2023,Morning,Daytime,White Collar Crime,No,Commercial,60,Female,Other,No,No,Under Investigation,None,Alive,131,West,-23.953761,-92.882255,Moderate,Yes,"Psychologist, clinical",Conference centre manager
662,2022-11-21,14:33:31,Monday,November,2022,Afternoon,Daytime,Cyber Crime,No,Commercial,47,Female,Other,Yes,Yes,Closed,None,Alive,36,West,43.4716715,-97.134651,Severe,No,Chief Strategy Officer,Software engineer
663,2023-10-13,15:45:58,Friday,October,2023,Afternoon,Daytime,Drug Offense,No,Industrial,37,Male,Indian,Yes,Yes,Under Investigation,None,Alive,24,West,-4.6241775,-86.480595,Minor,Yes,Chartered loss adjuster,Interpreter
664,2021-05-21,07:28:56,Friday,May,2021,Morning,Daytime,White Collar Crime,Yes,Public,30,Male,Other,No,No,Under Investigation,None,Alive,356,East,5.6334025,175.642212,Moderate,Yes,Commercial horticulturist,"Clinical scientist, histocompatibility and immunogenetics"
665,2023-03-23,20:23:35,Thursday,March,2023,Evening,Night,White Collar Crime,No,Public,63,Female,Other,Yes,Yes,Solved,Severe lacerations,Alive,185,West,-2.022599,-13.737326,Severe,Yes,"Lecturer, further education",Accommodation manager
666,2021-08-10,11:42:58,Tuesday,August,2021,Morning,Daytime,Violent Crime,Yes,Public,20,Male,Other,Yes,Yes,Under Investigation,None,Alive,277,Central,84.372397,-17.636693,Severe,No,"Embryologist, clinical","Doctor, general practice"
667,2021-05-09,04:53:57,Sunday,May,2021,Morning,Daytime,Violent Crime,Yes,Public,21,Male,Indian,No,No,Solved,None,Deceased,82,East,-25.3773325,-137.394339,Severe,Yes,"Scientist, research (physical sciences)",Futures trader
668,2020-11-24,07:10:52,Tuesday,November,2020,Morning,Daytime,Property Crime,No,Commercial,62,Male,Other,Yes,Yes,Open,Broken bones,Alive,39,East,11.6973585,-132.083976,Moderate,No,"Nurse, adult","Psychologist, educational"
669,2024-02-14,10:37:37,Wednesday,February,2024,Morning,Daytime,White Collar Crime,Yes,Industrial,60,Male,Other,Yes,No,Under Investigation,None,Alive,38,North,-52.2009345,-104.485854,Moderate,Yes,Barrister,"Clinical scientist, histocompatibility and immunogenetics"
670,2021-04-14,12:13:06,Wednesday,April,2021,Afternoon,Daytime,Cyber Crime,No,Residential,60,Male,Other,Yes,Yes,Closed,None,Alive,41,Central,-57.858571,36.927613,Minor,Yes,Translator,Chief Marketing Officer
671,2022-05-24,02:19:50,Tuesday,May,2022,Morning,Daytime,Violent Crime,No,Public,45,Female,Indian,No,No,Solved,None,Alive,133,North,64.809939,131.713033,Minor,Yes,Chiropodist,"Engineer, water"
672,2022-07-27,15:27:06,Wednesday,July,2022,Afternoon,Daytime,Property Crime,No,Residential,40,Female,Other,Yes,Yes,Open,Gunshot wound,Alive,166,North,-43.802461,105.111621,Severe,Yes,Production manager,"Geologist, engineering"
673,2022-11-15,23:56:25,Tuesday,November,2022,Evening,Night,Property Crime,Yes,Residential,53,Male,Indian,No,No,Closed,None,Alive,31,East,-43.136120,167.245706,Minor,No,Operations geologist,Games developer
674,2021-07-04,14:25:45,Sunday,July,2021,Afternoon,Daytime,Property Crime,Yes,Industrial,25,Male,Indian,No,No,Solved,No visible injuries,Alive,89,West,-67.002473,-66.493855,Severe,No,"Scientist, product/process development",Materials engineer
675,2023-11-17,22:05:02,Friday,November,2023,Evening,Night,Property Crime,Yes,Commercial,33,Female,Other,No,No,Closed,None,Deceased,148,East,-65.6273865,-1.751468,Severe,No,"Scientist, clinical (histocompatibility and immunogenetics)",Photographer
676,2022-07-28,01:09:12,Thursday,July,2022,Morning,Daytime,White Collar Crime,Yes,Industrial,31,Female,Indian,No,No,Closed,Stab wound,Deceased,313,West,-74.8974005,-104.823920,Minor,Yes,Magazine journalist,Economist
677,2024-03-31,17:52:07,Sunday,March,2024,Afternoon,Daytime,Drug Offense,Yes,Commercial,55,Female,Indian,No,No,Open,Fractures,Alive,61,East,-27.9491875,-145.006548,Minor,Yes,Comptroller,Printmaker
678,2023-09-11,21:12:43,Monday,September,2023,Evening,Night,White Collar Crime,No,Industrial,42,Female,Other,Yes,No,Open,Gunshot wound,Deceased,161,East,6.829787,-59.370001,Moderate,No,Community arts worker,IT trainer
679,2021-02-20,09:46:22,Saturday,February,2021,Morning,Daytime,Cyber Crime,No,Industrial,62,Female,Other,Yes,Yes,Under Investigation,None,Alive,296,East,-26.4173955,151.215294,Moderate,No,Sports development officer,International aid/development worker
680,2024-03-22,00:30:45,Friday,March,2024,Morning,Daytime,Cyber Crime,Yes,Commercial,58,Male,Indian,No,No,Closed,Fractures,Alive,117,East,68.3063225,162.249536,Minor,No,Quarry manager,Retail merchandiser
681,2022-04-18,02:03:34,Monday,April,2022,Morning,Daytime,Cyber Crime,No,Residential,54,Male,Indian,No,No,Open,No visible injuries,Deceased,17,South,-10.5452805,-170.215078,Minor,Yes,Writer,Wellsite geologist
682,2021-07-13,08:40:42,Tuesday,July,2021,Morning,Daytime,Property Crime,No,Residential,44,Male,Indian,No,No,Open,Stab wound,Alive,209,East,-37.4644295,88.694411,Moderate,No,Sports therapist,Clinical molecular geneticist
683,2022-08-26,03:11:33,Friday,August,2022,Morning,Daytime,Drug Offense,No,Commercial,64,Male,Indian,No,No,Closed,Fractures,Alive,225,Central,-43.2935975,-121.115050,Moderate,No,Art therapist,"Programmer, applications"
684,2024-07-05,19:33:17,Friday,July,2024,Evening,Night,Cyber Crime,Yes,Industrial,48,Male,Indian,No,No,Open,Internal injuries,Deceased,341,East,60.7189075,148.921466,Severe,Yes,"Surveyor, quantity",Sports coach
685,2023-03-13,22:34:20,Monday,March,2023,Evening,Night,Property Crime,Yes,Commercial,41,Male,Other,Yes,Yes,Solved,None,Deceased,144,North,-4.7719045,146.530377,Moderate,Yes,Leisure centre manager,Ergonomist
686,2022-10-24,23:19:58,Monday,October,2022,Evening,Night,Cyber Crime,No,Residential,62,Male,Indian,No,No,Solved,None,Alive,84,West,-51.121824,98.976097,Moderate,Yes,Agricultural engineer,Race relations officer
687,2021-03-10,18:09:52,Wednesday,March,2021,Evening,Night,Violent Crime,Yes,Industrial,52,Male,Other,Yes,No,Closed,None,Alive,302,South,-67.438662,121.716839,Severe,Yes,Advertising account executive,Corporate investment banker
688,2020-12-05,01:54:18,Saturday,December,2020,Morning,Daytime,Cyber Crime,Yes,Commercial,52,Male,Other,No,No,Open,Gunshot wound,Alive,338,West,-3.795660,-12.586616,Moderate,No,"Engineer, biomedical",Biomedical scientist
689,2020-05-28,15:58:58,Thursday,May,2020,Afternoon,Daytime,Drug Offense,Yes,Commercial,41,Female,Indian,No,No,Open,No visible injuries,Deceased,78,North,-28.325917,-84.791928,Severe,Yes,Media buyer,Music therapist
690,2024-07-05,07:16:50,Friday,July,2024,Morning,Daytime,White Collar Crime,Yes,Public,41,Male,Other,Yes,Yes,Solved,None,Alive,351,East,8.8270035,44.801310,Minor,No,"Engineer, manufacturing systems","Nurse, children's"
691,2020-05-03,00:54:43,Sunday,May,2020,Morning,Daytime,Property Crime,Yes,Residential,23,Male,Indian,No,No,Solved,Head injury,Deceased,232,West,-30.1472475,125.459379,Minor,No,Actor,Product designer
692,2020-02-03,11:57:28,Monday,February,2020,Morning,Daytime,Drug Offense,No,Residential,51,Female,Other,Yes,Yes,Under Investigation,Stab wound,Alive,285,South,-48.8042045,-71.999252,Moderate,Yes,Biomedical scientist,Technical sales engineer
693,2021-02-05,23:05:55,Friday,February,2021,Evening,Night,White Collar Crime,Yes,Commercial,19,Female,Other,No,No,Closed,None,Deceased,69,Central,-5.064820,-29.371030,Severe,Yes,Hospital pharmacist,Production manager
694,2022-11-29,14:02:52,Tuesday,November,2022,Afternoon,Daytime,Cyber Crime,Yes,Residential,39,Female,Indian,No,No,Solved,Stab wound,Alive,253,North,20.957645,83.690430,Moderate,Yes,Landscape architect,Geographical information systems officer
695,2024-05-23,22:42:21,Thursday,May,2024,Evening,Night,Property Crime,Yes,Industrial,51,Male,Indian,No,No,Closed,None,Deceased,49,Central,29.0959105,106.804437,Moderate,Yes,Learning mentor,Oncologist
696,2022-11-07,08:07:46,Monday,November,2022,Morning,Daytime,Violent Crime,No,Commercial,53,Male,Indian,No,No,Closed,None,Alive,70,Central,-14.752797,-172.337631,Severe,Yes,"Engineer, site","Psychologist, sport and exercise"
697,2022-07-17,18:27:55,Sunday,July,2022,Evening,Night,Drug Offense,Yes,Public,19,Male,Indian,No,No,Solved,None,Deceased,100,North,25.0435295,-110.308867,Minor,No,Editorial assistant,Publishing rights manager
698,2021-08-14,13:37:40,Saturday,August,2021,Afternoon,Daytime,Drug Offense,Yes,Residential,25,Male,Other,Yes,No,Under Investigation,None,Deceased,2,East,77.6468185,-76.403508,Moderate,No,Careers adviser,Geoscientist
699,2024-04-10,18:03:14,Wednesday,April,2024,Evening,Night,Cyber Crime,Yes,Industrial,19,Female,Indian,Yes,No,Closed,None,Deceased,200,East,-46.0261445,135.278226,Moderate,No,Electrical engineer,Radio producer
700,2021-01-12,20:11:38,Tuesday,January,2021,Evening,Night,Drug Offense,Yes,Industrial,43,Female,Other,Yes,Yes,Closed,Broken bones,Deceased,101,West,-23.3967685,53.014270,Minor,Yes,Educational psychologist,Commercial horticulturist
701,2020-06-18,08:18:55,Thursday,June,2020,Morning,Daytime,Violent Crime,No,Public,31,Female,Other,Yes,No,Open,Broken bones,Alive,109,West,-79.7368185,-131.750791,Minor,Yes,Chief Marketing Officer,"Therapist, art"
702,2021-03-02,06:35:39,Tuesday,March,2021,Morning,Daytime,White Collar Crime,Yes,Industrial,45,Female,Other,No,No,Under Investigation,None,Alive,97,North,61.1140895,-67.330601,Moderate,No,Mechanical engineer,Medical secretary
703,2020-11-06,04:15:22,Friday,November,2020,Morning,Daytime,Property Crime,Yes,Commercial,61,Female,Other,No,No,Closed,Broken bones,Alive,276,South,11.1106785,82.149630,Moderate,No,Comptroller,Legal executive
704,2024-06-10,16:50:05,Monday,June,2024,Afternoon,Daytime,Cyber Crime,Yes,Industrial,52,Female,Other,Yes,Yes,Under Investigation,None,Alive,302,Central,73.003138,-59.859603,Moderate,No,"Therapist, speech and language","Teacher, early years/pre"
705,2023-10-11,19:35:00,Wednesday,October,2023,Evening,Night,White Collar Crime,No,Industrial,54,Female,Other,Yes,Yes,Under Investigation,None,Deceased,337,South,-12.9644905,-128.756514,Minor,Yes,Counselling psychologist,Personal assistant
706,2020-10-23,00:36:16,Friday,October,2020,Morning,Daytime,Property Crime,No,Commercial,60,Female,Other,Yes,Yes,Closed,No visible injuries,Deceased,9,South,-39.4030915,-110.071356,Minor,No,"Editor, magazine features",Geographical information systems officer
707,2022-05-06,22:36:33,Friday,May,2022,Evening,Night,Drug Offense,No,Public,37,Female,Other,No,No,Open,Head injury,Deceased,65,North,-2.849286,-89.191342,Severe,Yes,Product designer,Legal secretary
708,2020-11-06,08:39:34,Friday,November,2020,Morning,Daytime,Property Crime,No,Industrial,38,Female,Indian,No,No,Open,None,Alive,97,West,-65.748725,32.766399,Severe,No,"Administrator, arts",Biomedical engineer
709,2021-08-08,18:22:32,Sunday,August,2021,Evening,Night,Property Crime,No,Industrial,52,Female,Other,Yes,Yes,Open,None,Deceased,364,Central,26.823850,-46.733159,Moderate,Yes,Lawyer,Physiotherapist
